tube_assembly_id,quantity_component,component_id,component_type_id,component_type,connection_type_id,outside_shape,base_type,height_over_tube,bolt_pattern_long,bolt_pattern_wide,groove,base_diameter,shoulder_diameter,unique_feature,orientation,weight,supplier,quote_date,annual_usage,min_order_quantity,bracket_pricing,quantity,cost
TA-07618,1.0,C-1924,CP-018,Boss,B-004,Round,Saddle,15.0,,,No,,,No,Yes,0.09,S-0066,2011-08-01,24,5,No,5,30.9949199601609
TA-07857,1.0,C-1411,CP-018,Boss,B-004,Round,Flat Bottom,18.3,,,No,25.0,,No,Yes,0.057,S-0066,2011-08-01,100,10,No,10,17.760665023397102
TA-07967,1.0,C-1536,CP-018,Boss,B-005,Round,Saddle,15.75,,,No,,,Yes,Yes,0.052000000000000005,S-0013,2011-05-01,331,40,No,40,6.295799647234911
TA-08010,1.0,C-1411,CP-018,Boss,B-004,Round,Flat Bottom,18.3,,,No,25.0,,No,Yes,0.057,S-0066,2009-08-31,367,6,No,6,18.06390946067
TA-08176,1.0,C-1925,CP-018,Boss,B-005,Round,Saddle,20.0,,,No,,,Yes,Yes,0.19699999999999998,S-0066,2009-06-08,15,1,No,1,53.50455979479529
TA-08273,1.0,C-0245,CP-018,Boss,B-004,Round,Shoulder,20.5,,,No,26.9,20.6,Yes,Yes,0.1,S-0066,2011-08-01,10,1,No,1,70.7533259516033
TA-08274,1.0,C-0245,CP-018,Boss,B-004,Round,Shoulder,20.5,,,No,26.9,20.6,Yes,Yes,0.1,S-0066,2011-08-01,10,1,No,1,70.3193247386255
TA-08465,1.0,C-1536,CP-018,Boss,B-005,Round,Saddle,15.75,,,No,,,Yes,Yes,0.052000000000000005,S-0041,2013-08-05,1,20,No,20,8.71340896824558
TA-08769,1.0,C-1862,CP-018,Boss,B-004,Round,Flat Bottom,19.0,,,No,25.0,,No,Yes,0.091,S-0066,2011-08-01,230,12,No,1,28.9640168481497
TA-08941,1.0,C-1411,CP-018,Boss,B-004,Round,Flat Bottom,18.3,,,No,25.0,,No,Yes,0.057,S-0013,2011-05-01,36,18,Yes,18,13.5987046733028
TA-08941,1.0,C-1411,CP-018,Boss,B-004,Round,Flat Bottom,18.3,,,No,25.0,,No,Yes,0.057,S-0013,2014-04-03,6,18,Yes,18,13.5987046733028
TA-09009,1.0,C-0008,CP-018,Boss,B-005,Round,Flat Bottom,17.0,,,No,22.0,,Yes,Yes,0.032,S-0066,2011-08-01,200,15,No,1,14.5084379851215
TA-09186,1.0,C-0699,CP-018,Boss,B-011,Round,Shoulder,17.5,,,No,22.0,18.0,No,Yes,0.044000000000000004,S-0026,2008-03-01,2925,1,No,1,13.6209611457632
TA-09188,1.0,C-0699,CP-018,Boss,B-011,Round,Shoulder,17.5,,,No,22.0,18.0,No,Yes,0.044000000000000004,S-0026,2008-03-01,229,1,No,1,26.529715172793697
TA-09604,1.0,C-1233,CP-018,Boss,B-004,Round,Saddle,12.7,,,No,,,No,Yes,0.057999999999999996,S-0066,2011-08-01,10,1,No,1,22.1618824524407
TA-09919,1.0,C-0699,CP-018,Boss,B-011,Round,Shoulder,17.5,,,No,22.0,18.0,No,Yes,0.044000000000000004,S-0026,2008-03-01,3542,1,No,1,26.7244593068222
TA-09921,1.0,C-0699,CP-018,Boss,B-011,Round,Shoulder,17.5,,,No,22.0,18.0,No,Yes,0.044000000000000004,S-0026,2008-03-01,1084,1,No,1,50.4303845362029
TA-09923,1.0,C-0699,CP-018,Boss,B-011,Round,Shoulder,17.5,,,No,22.0,18.0,No,Yes,0.044000000000000004,S-0026,2013-11-07,5,0,Yes,1,616.668428637403
TA-09923,1.0,C-0699,CP-018,Boss,B-011,Round,Shoulder,17.5,,,No,22.0,18.0,No,Yes,0.044000000000000004,S-0026,2013-11-07,5,0,Yes,2,339.970398891628
TA-09923,1.0,C-0699,CP-018,Boss,B-011,Round,Shoulder,17.5,,,No,22.0,18.0,No,Yes,0.044000000000000004,S-0026,2013-11-07,5,0,Yes,3,228.587882463569
TA-09923,1.0,C-0699,CP-018,Boss,B-011,Round,Shoulder,17.5,,,No,22.0,18.0,No,Yes,0.044000000000000004,S-0026,2013-11-07,5,0,Yes,4,187.26039516366902
TA-09923,1.0,C-0699,CP-018,Boss,B-011,Round,Shoulder,17.5,,,No,22.0,18.0,No,Yes,0.044000000000000004,S-0026,2013-11-07,5,0,Yes,5,162.463902783728
TA-09924,1.0,C-0699,CP-018,Boss,B-011,Round,Shoulder,17.5,,,No,22.0,18.0,No,Yes,0.044000000000000004,S-0026,2008-03-01,161,1,No,1,282.384558459407
TA-09981,1.0,C-1925,CP-018,Boss,B-005,Round,Saddle,20.0,,,No,,,Yes,Yes,0.19699999999999998,S-0066,2011-08-01,16,1,No,1,28.98627332061
TA-10009,1.0,C-0780,CP-020,,9999,,,21.5,76.2,,No,,,No,Yes,0.5770000000000001,S-0026,2009-08-25,120,6,No,1,74.3227077224395
TA-10068,1.0,C-0520,CP-018,Boss,B-005,Round,Shoulder,9.5,,,No,25.0,18.0,Yes,Yes,0.021,S-0066,2011-08-01,250,5,No,5,28.315797087740602
TA-10071,2.0,C-0520,CP-018,Boss,B-005,Round,Shoulder,9.5,,,No,25.0,18.0,Yes,Yes,0.021,S-0066,2011-08-01,55,10,No,10,95.83915247352871
TA-10074,2.0,C-0520,CP-018,Boss,B-005,Round,Shoulder,9.5,,,No,25.0,18.0,Yes,Yes,0.021,S-0066,2006-11-21,40,5,No,5,18.214140649777697
TA-10241,1.0,C-0699,CP-018,Boss,B-011,Round,Shoulder,17.5,,,No,22.0,18.0,No,Yes,0.044000000000000004,S-0026,2008-03-01,252,1,No,1,37.0097316425833
TA-10242,1.0,C-0699,CP-018,Boss,B-011,Round,Shoulder,17.5,,,No,22.0,18.0,No,Yes,0.044000000000000004,S-0026,2008-03-01,48,1,No,1,61.4167357544666
TA-10300,1.0,C-0699,CP-018,Boss,B-011,Round,Shoulder,17.5,,,No,22.0,18.0,No,Yes,0.044000000000000004,S-0026,2008-03-01,5,1,No,1,274.54749809429
TA-10361,1.0,C-0699,CP-018,Boss,B-011,Round,Shoulder,17.5,,,No,22.0,18.0,No,Yes,0.044000000000000004,S-0026,2008-03-01,2304,1,No,1,21.313354439888002
TA-10366,1.0,C-0699,CP-018,Boss,B-011,Round,Shoulder,17.5,,,No,22.0,18.0,No,Yes,0.044000000000000004,S-0026,2008-03-01,1,1,No,1,62.5712902633497
TA-10469,1.0,C-0071,CP-018,Boss,B-005,Round,Shoulder,20.0,,,No,30.0,23.0,Yes,Yes,0.08,S-0066,2011-08-01,70,7,No,7,109.15686918201901
TA-10565,1.0,C-0071,CP-018,Boss,B-005,Round,Shoulder,20.0,,,No,30.0,23.0,Yes,Yes,0.08,S-0066,2011-08-01,39,5,No,5,93.33529932173401
TA-11255,1.0,C-0699,CP-018,Boss,B-011,Round,Shoulder,17.5,,,No,22.0,18.0,No,Yes,0.044000000000000004,S-0026,2013-08-23,5,0,Yes,1,431.043884199574
TA-11255,1.0,C-0699,CP-018,Boss,B-011,Round,Shoulder,17.5,,,No,22.0,18.0,No,Yes,0.044000000000000004,S-0026,2013-08-23,5,0,Yes,2,229.030229853719
TA-11255,1.0,C-0699,CP-018,Boss,B-011,Round,Shoulder,17.5,,,No,22.0,18.0,No,Yes,0.044000000000000004,S-0026,2013-08-23,5,0,Yes,3,154.25682856395701
TA-11255,1.0,C-0699,CP-018,Boss,B-011,Round,Shoulder,17.5,,,No,22.0,18.0,No,Yes,0.044000000000000004,S-0026,2013-08-23,5,0,Yes,4,122.446765299934
TA-11255,1.0,C-0699,CP-018,Boss,B-011,Round,Shoulder,17.5,,,No,22.0,18.0,No,Yes,0.044000000000000004,S-0026,2013-08-23,5,0,Yes,5,103.361840165143
TA-11257,1.0,C-0699,CP-018,Boss,B-011,Round,Shoulder,17.5,,,No,22.0,18.0,No,Yes,0.044000000000000004,S-0026,2008-03-01,5,1,No,1,172.379161264835
TA-11258,1.0,C-0699,CP-018,Boss,B-011,Round,Shoulder,17.5,,,No,22.0,18.0,No,Yes,0.044000000000000004,S-0026,2008-03-01,1,1,No,1,21.7278812394629
TA-11261,1.0,C-1507,CP-018,Boss,B-005,Round,Saddle,19.0,,,No,,,Yes,Yes,0.15,S-0064,2007-11-01,70,1,No,1,73.13755056392341
TA-11428,1.0,C-0520,CP-018,Boss,B-005,Round,Shoulder,9.5,,,No,25.0,18.0,Yes,Yes,0.021,S-0026,2010-06-22,75,5,No,1,58.9267928979596
TA-11705,1.0,C-0520,CP-018,Boss,B-005,Round,Shoulder,9.5,,,No,25.0,18.0,Yes,Yes,0.021,S-0066,2012-01-31,160,2,No,2,52.7172370815088
TA-11843,2.0,C-0520,CP-018,Boss,B-005,Round,Shoulder,9.5,,,No,25.0,18.0,Yes,Yes,0.021,S-0064,2007-10-05,600,1,No,1,15.348619820501499
TA-11878,1.0,C-0161,CP-020,,9999,,,19.2,76.2,,No,,,No,Yes,0.5589999999999999,S-0066,2011-08-01,60,6,No,6,65.1001819466624
TA-11931,2.0,C-0199,CP-018,Boss,B-004,Round,Shoulder,23.6,,,No,33.33,23.9,Yes,Yes,0.1,S-0064,2007-06-13,14,1,No,1,88.3693239040078
TA-11932,2.0,C-0199,CP-018,Boss,B-004,Round,Shoulder,23.6,,,No,33.33,23.9,Yes,Yes,0.1,S-0064,2007-06-13,14,1,No,1,93.9334420191072
TA-11938,1.0,C-1505,CP-018,Boss,B-004,Round,Shoulder,4.76,,,No,25.4,22.22,No,Yes,0.045,S-0066,2011-08-01,4,1,No,1,78.54587337179991
TA-11968,1.0,C-0520,CP-018,Boss,B-005,Round,Shoulder,9.5,,,No,25.0,18.0,Yes,Yes,0.021,S-0066,2012-08-20,149,12,No,12,65.751183766129
TA-12027,1.0,C-0425,CP-018,Boss,B-004,Round,Shoulder,8.73,,,No,15.88,12.29,No,Yes,0.005,S-0066,2009-04-01,400,40,No,40,22.6431786693968
TA-12040,1.0,C-0699,CP-018,Boss,B-011,Round,Shoulder,17.5,,,No,22.0,18.0,No,Yes,0.044000000000000004,S-0066,2013-07-11,8,2,No,2,80.96348269281059
TA-12315,1.0,C-0699,CP-018,Boss,B-011,Round,Shoulder,17.5,,,No,22.0,18.0,No,Yes,0.044000000000000004,S-0026,2008-03-01,7,1,No,1,191.61153552967602
TA-12347,1.0,C-0475,CP-018,Boss,B-005,Round,Saddle,15.8,,,No,,,Yes,Yes,0.05,S-0026,2012-03-01,120,10,No,1,89.9690078620989
TA-12361,1.0,C-0071,CP-018,Boss,B-005,Round,Shoulder,20.0,,,No,30.0,23.0,Yes,Yes,0.08,S-0066,2011-08-01,400,40,No,40,34.130300518019396
TA-12423,1.0,C-0071,CP-018,Boss,B-005,Round,Shoulder,20.0,,,No,30.0,23.0,Yes,Yes,0.08,S-0066,2011-08-01,70,10,No,10,65.9097611324093
TA-12424,1.0,C-0071,CP-018,Boss,B-005,Round,Shoulder,20.0,,,No,30.0,23.0,Yes,Yes,0.08,S-0066,2011-08-01,70,10,No,10,95.80576776483808
TA-12453,1.0,C-0199,CP-018,Boss,B-004,Round,Shoulder,23.6,,,No,33.33,23.9,Yes,Yes,0.1,S-0066,2011-08-01,36,1,No,1,72.03307311807609
TA-12454,1.0,C-0199,CP-018,Boss,B-004,Round,Shoulder,23.6,,,No,33.33,23.9,Yes,Yes,0.1,S-0066,2011-08-01,36,1,No,1,72.2639840198528
TA-12711,1.0,C-0699,CP-018,Boss,B-011,Round,Shoulder,17.5,,,No,22.0,18.0,No,Yes,0.044000000000000004,S-0026,2008-05-01,100,1,No,1,58.862805539636
TA-13189,1.0,C-1426,CP-018,Boss,B-005,Round,Shoulder,17.53,,,No,31.75,24.61,Yes,Yes,0.071,S-0066,2011-09-15,300,1,No,1,19.9028504977104
TA-13234,1.0,C-1089,CP-018,Boss,B-009,Round,Flat Bottom,12.5,,,No,18.0,,No,Yes,0.037000000000000005,S-0104,2013-04-19,665,1,No,1,18.4506156696694
TA-13310,4.0,C-0243,CP-019,,B-012,,,36.0,88.9,50.8,No,,,No,Yes,4.034,S-0066,2014-04-29,164,5,No,5,100.59369140288099
TA-13328,1.0,C-1426,CP-018,Boss,B-005,Round,Shoulder,17.53,,,No,31.75,24.61,Yes,Yes,0.071,S-0066,2011-08-01,350,5,Yes,5,16.970560251052998
TA-13328,1.0,C-1426,CP-018,Boss,B-005,Round,Shoulder,17.53,,,No,31.75,24.61,Yes,Yes,0.071,S-0066,2014-03-18,56,15,Yes,15,23.296962547920998
TA-13359,1.0,C-0770,CP-020,,9999,,,21.5,94.0,,No,,,No,Yes,0.987,S-0066,2011-08-01,120,15,No,15,26.4685098735276
TA-13459,1.0,C-1489,CP-018,Boss,B-004,Round,Flat Bottom,15.7,,,No,25.0,,No,Yes,0.04,S-0066,2011-08-01,1,1,Yes,1,26.5269331137361
TA-13459,1.0,C-1489,CP-018,Boss,B-004,Round,Flat Bottom,15.7,,,No,25.0,,No,Yes,0.04,S-0066,2011-08-01,55,6,Yes,1,26.5269331137361
TA-13516,1.0,C-0816,CP-018,Boss,B-005,Round,Saddle,18.54,,,No,,,Yes,Yes,0.071,S-0066,2011-08-01,813,85,No,85,10.2964005719913
TA-13645,1.0,C-1698,CP-018,Boss,B-005,Round,Shoulder,20.5,,,No,28.0,21.8,Yes,Yes,0.073,S-0064,2012-04-18,28,0,Yes,8,76.4648931967528
TA-13645,1.0,C-1698,CP-018,Boss,B-005,Round,Shoulder,20.5,,,No,28.0,21.8,Yes,Yes,0.073,S-0064,2012-04-18,28,0,Yes,12,65.4562855060287
TA-13645,1.0,C-1698,CP-018,Boss,B-005,Round,Shoulder,20.5,,,No,28.0,21.8,Yes,Yes,0.073,S-0064,2012-04-18,28,0,Yes,16,57.2241727547392
TA-13645,1.0,C-1698,CP-018,Boss,B-005,Round,Shoulder,20.5,,,No,28.0,21.8,Yes,Yes,0.073,S-0064,2012-04-18,28,0,Yes,24,50.483243658296395
TA-13645,1.0,C-1698,CP-018,Boss,B-005,Round,Shoulder,20.5,,,No,28.0,21.8,Yes,Yes,0.073,S-0064,2012-04-18,28,0,Yes,32,47.2171063247331
TA-14179,1.0,C-1340,CP-018,Boss,B-005,Round,Shoulder,18.3,,,No,44.45,40.13,Yes,Yes,0.146,S-0081,2013-04-08,289,1,No,1,21.8614200742253
TA-14192,4.0,C-0243,CP-019,,B-012,,,36.0,88.9,50.8,No,,,No,Yes,4.034,S-0066,2011-08-01,5,1,No,1,348.166344875169
TA-14263,1.0,C-0520,CP-018,Boss,B-005,Round,Shoulder,9.5,,,No,25.0,18.0,Yes,Yes,0.021,S-0066,2013-11-12,5,0,Yes,1,181.49875085548302
TA-14263,1.0,C-0520,CP-018,Boss,B-005,Round,Shoulder,9.5,,,No,25.0,18.0,Yes,Yes,0.021,S-0066,2013-11-12,5,0,Yes,5,38.167068210524
TA-14269,1.0,C-1505,CP-018,Boss,B-004,Round,Shoulder,4.76,,,No,25.4,22.22,No,Yes,0.045,S-0066,2013-04-23,306,15,No,15,19.3631310405457
TA-14299,1.0,C-1536,CP-018,Boss,B-005,Round,Saddle,15.75,,,No,,,Yes,Yes,0.052000000000000005,S-0013,2009-12-15,62,10,No,1,8.61047278311624
TA-14759,1.0,C-0165,CP-018,Boss,B-005,Round,Shoulder,12.0,,,No,30.0,25.0,No,Yes,0.046,S-0066,2014-02-14,80,4,No,4,30.087968707399696
TA-14880,1.0,C-1536,CP-018,Boss,B-005,Round,Saddle,15.75,,,No,,,Yes,Yes,0.052000000000000005,S-0041,2013-08-05,1,20,No,20,13.6571279135113
TA-14881,1.0,C-1536,CP-018,Boss,B-005,Round,Saddle,15.75,,,No,,,Yes,Yes,0.052000000000000005,S-0041,2013-08-05,1,20,No,20,11.5038142029679
TA-14883,1.0,C-1536,CP-018,Boss,B-005,Round,Saddle,15.75,,,No,,,Yes,Yes,0.052000000000000005,S-0041,2012-09-01,1,0,Yes,1,40.0533042515426
TA-14883,1.0,C-1536,CP-018,Boss,B-005,Round,Saddle,15.75,,,No,,,Yes,Yes,0.052000000000000005,S-0041,2012-09-01,1,0,Yes,6,11.7096865732266
TA-14883,1.0,C-1536,CP-018,Boss,B-005,Round,Saddle,15.75,,,No,,,Yes,Yes,0.052000000000000005,S-0041,2012-09-01,1,0,Yes,20,6.48219760409074
TA-15129,1.0,C-1708,CP-018,Boss,B-005,Round,Shoulder,11.0,,,No,30.0,27.7,No,Yes,0.052000000000000005,S-0104,2014-02-18,100,1,No,1,24.5683635372212
TA-15164,1.0,C-0474,CP-018,Boss,B-005,Round,Saddle,15.75,,,No,,,No,Yes,0.054000000000000006,S-0041,2013-08-05,20,20,No,20,15.3847865882497
TA-15288,1.0,C-1535,CP-018,Boss,B-005,Round,Saddle,15.75,,,No,,,Yes,Yes,0.052000000000000005,S-0066,2013-06-07,5,1,No,1,53.7020859878813
TA-15289,1.0,C-0520,CP-018,Boss,B-005,Round,Shoulder,9.5,,,No,25.0,18.0,Yes,Yes,0.021,S-0066,2014-07-17,300,2,No,2,38.4341458800487
TA-15290,2.0,C-0520,CP-018,Boss,B-005,Round,Shoulder,9.5,,,No,25.0,18.0,Yes,Yes,0.021,S-0104,2013-04-02,80,1,No,1,61.9230705029406
TA-15438,1.0,C-1426,CP-018,Boss,B-005,Round,Shoulder,17.53,,,No,31.75,24.61,Yes,Yes,0.071,S-0066,2013-04-22,270,15,No,15,16.0636089982918
TA-15467,1.0,C-0165,CP-018,Boss,B-005,Round,Shoulder,12.0,,,No,30.0,25.0,No,Yes,0.046,S-0026,2011-09-19,245,1,No,1,19.313053977509803
TA-15546,1.0,C-1089,CP-018,Boss,B-009,Round,Flat Bottom,12.5,,,No,18.0,,No,Yes,0.037000000000000005,S-0104,2013-04-19,253,1,No,1,16.177673419651402
TA-15547,1.0,C-1089,CP-018,Boss,B-009,Round,Flat Bottom,12.5,,,No,18.0,,No,Yes,0.037000000000000005,S-0104,2013-04-19,730,1,No,1,19.162822788402103
TA-15598,1.0,C-0837,CP-018,Boss,B-004,Round,Flat Bottom,20.0,,,No,25.0,,No,Yes,0.059000000000000004,S-0104,2013-04-03,5,4,No,1,39.2325968295655
TA-15625,1.0,C-0199,CP-018,Boss,B-004,Round,Shoulder,23.6,,,No,33.33,23.9,Yes,Yes,0.1,S-0066,2011-11-08,154,3,No,3,29.164325100293198
TA-15705,1.0,C-1123,CP-018,Boss,B-009,Round,Saddle,15.5,,,No,,,No,Yes,0.149,S-0066,2013-02-20,40,4,No,4,98.8076094879342
TA-15706,1.0,C-0837,CP-018,Boss,B-004,Round,Flat Bottom,20.0,,,No,25.0,,No,Yes,0.059000000000000004,S-0104,2013-04-03,9,1,No,1,24.968980041508303
TA-15756,2.0,C-0199,CP-018,Boss,B-004,Round,Shoulder,23.6,,,No,33.33,23.9,Yes,Yes,0.1,S-0026,2012-05-07,5,0,Yes,1,310.324777574378
TA-15756,2.0,C-0199,CP-018,Boss,B-004,Round,Shoulder,23.6,,,No,33.33,23.9,Yes,Yes,0.1,S-0026,2012-05-07,5,0,Yes,2,183.69379545189
TA-15756,2.0,C-0199,CP-018,Boss,B-004,Round,Shoulder,23.6,,,No,33.33,23.9,Yes,Yes,0.1,S-0026,2012-05-07,5,0,Yes,3,131.213033390273
TA-15756,2.0,C-0199,CP-018,Boss,B-004,Round,Shoulder,23.6,,,No,33.33,23.9,Yes,Yes,0.1,S-0026,2012-05-07,5,0,Yes,4,97.26913082910922
TA-15756,2.0,C-0199,CP-018,Boss,B-004,Round,Shoulder,23.6,,,No,33.33,23.9,Yes,Yes,0.1,S-0026,2012-05-07,5,0,Yes,5,86.14645871702558
TA-15757,1.0,C-0199,CP-018,Boss,B-004,Round,Shoulder,23.6,,,No,33.33,23.9,Yes,Yes,0.1,S-0026,2012-05-07,5,0,Yes,1,191.149713726123
TA-15757,1.0,C-0199,CP-018,Boss,B-004,Round,Shoulder,23.6,,,No,33.33,23.9,Yes,Yes,0.1,S-0026,2012-05-07,5,0,Yes,2,109.29597213489599
TA-15757,1.0,C-0199,CP-018,Boss,B-004,Round,Shoulder,23.6,,,No,33.33,23.9,Yes,Yes,0.1,S-0026,2012-05-07,5,0,Yes,3,76.8766379372701
TA-15757,1.0,C-0199,CP-018,Boss,B-004,Round,Shoulder,23.6,,,No,33.33,23.9,Yes,Yes,0.1,S-0026,2012-05-07,5,0,Yes,4,56.8152100732794
TA-15757,1.0,C-0199,CP-018,Boss,B-004,Round,Shoulder,23.6,,,No,33.33,23.9,Yes,Yes,0.1,S-0026,2012-05-07,5,0,Yes,5,49.4010226849095
TA-15811,1.0,C-1117,CP-018,Boss,B-005,Round,Saddle,38.1,,,No,50.8,,No,Yes,0.523,S-0104,2013-04-03,75,3,No,1,68.6389610678655
TA-15881,1.0,C-0816,CP-018,Boss,B-005,Round,Saddle,18.54,,,No,,,Yes,Yes,0.071,S-0026,2013-09-04,578,1,No,1,37.4409507965035
TA-16104,1.0,C-1925,CP-018,Boss,B-005,Round,Saddle,20.0,,,No,,,Yes,Yes,0.19699999999999998,S-0026,2013-04-04,225,1,No,1,17.056804081837
TA-16105,1.0,C-1925,CP-018,Boss,B-005,Round,Saddle,20.0,,,No,,,Yes,Yes,0.19699999999999998,S-0066,2012-12-04,225,1,No,1,25.825854231233603
TA-16255,1.0,C-0356,CP-018,Boss,B-005,Round,Shoulder,8.0,,,No,35.0,30.0,Yes,Yes,0.12,S-0104,2013-04-03,90,1,No,1,34.7952126327738
TA-16263,1.0,C-1123,CP-018,Boss,B-009,Round,Saddle,15.5,,,No,,,No,Yes,0.149,S-0066,2012-10-02,1066,40,No,40,30.8085220033051
TA-16330,1.0,C-0356,CP-018,Boss,B-005,Round,Shoulder,8.0,,,No,35.0,30.0,Yes,Yes,0.12,S-0066,2012-01-31,90,2,No,2,44.415572853780496
TA-16435,1.0,C-1257,CP-018,Boss,B-005,Round,Shoulder,10.0,,,No,25.0,18.0,No,Yes,0.06,S-0026,2012-04-18,5,0,Yes,1,215.937859928891
TA-16435,1.0,C-1257,CP-018,Boss,B-005,Round,Shoulder,10.0,,,No,25.0,18.0,No,Yes,0.06,S-0026,2012-04-18,5,0,Yes,2,112.155928846058
TA-16435,1.0,C-1257,CP-018,Boss,B-005,Round,Shoulder,10.0,,,No,25.0,18.0,No,Yes,0.06,S-0026,2012-04-18,5,0,Yes,3,76.3424825982206
TA-16435,1.0,C-1257,CP-018,Boss,B-005,Round,Shoulder,10.0,,,No,25.0,18.0,No,Yes,0.06,S-0026,2012-04-18,5,0,Yes,4,57.5190710148395
TA-16435,1.0,C-1257,CP-018,Boss,B-005,Round,Shoulder,10.0,,,No,25.0,18.0,No,Yes,0.06,S-0026,2012-04-18,5,0,Yes,5,47.3228245689199
TA-16525,1.0,C-1340,CP-018,Boss,B-005,Round,Shoulder,18.3,,,No,44.45,40.13,Yes,Yes,0.146,S-0066,2014-07-15,835,3,Yes,3,21.8196891883621
TA-16525,1.0,C-1340,CP-018,Boss,B-005,Round,Shoulder,18.3,,,No,44.45,40.13,Yes,Yes,0.146,S-0066,2014-07-15,835,30,Yes,30,21.8196891883621
TA-16541,1.0,C-1411,CP-018,Boss,B-004,Round,Flat Bottom,18.3,,,No,25.0,,No,Yes,0.057,S-0003,2012-05-09,4,1,No,1,96.2675895683913
TA-16809,1.0,C-1708,CP-018,Boss,B-005,Round,Shoulder,11.0,,,No,30.0,27.7,No,Yes,0.052000000000000005,S-0105,2013-04-01,150,1,No,1,17.5520105940809
TA-17119,1.0,C-0837,CP-018,Boss,B-004,Round,Flat Bottom,20.0,,,No,25.0,,No,Yes,0.059000000000000004,S-0064,2012-04-16,120,1,No,1,66.27142880989079
TA-17160,1.0,C-0520,CP-018,Boss,B-005,Round,Shoulder,9.5,,,No,25.0,18.0,Yes,Yes,0.021,S-0092,2012-01-13,365,12,No,1,11.891355029684599
TA-17194,1.0,C-1536,CP-018,Boss,B-005,Round,Saddle,15.75,,,No,,,Yes,Yes,0.052000000000000005,S-0041,2012-01-19,200,0,Yes,10,15.718633675155699
TA-17194,1.0,C-1536,CP-018,Boss,B-005,Round,Saddle,15.75,,,No,,,Yes,Yes,0.052000000000000005,S-0041,2012-01-19,200,0,Yes,20,13.2147805233609
TA-17194,1.0,C-1536,CP-018,Boss,B-005,Round,Saddle,15.75,,,No,,,Yes,Yes,0.052000000000000005,S-0041,2012-11-20,8,0,Yes,10,15.718633675155699
TA-17194,1.0,C-1536,CP-018,Boss,B-005,Round,Saddle,15.75,,,No,,,Yes,Yes,0.052000000000000005,S-0041,2012-11-20,8,0,Yes,20,13.2147805233609
TA-17308,1.0,C-1535,CP-018,Boss,B-005,Round,Saddle,15.75,,,No,,,Yes,Yes,0.052000000000000005,S-0013,2012-11-09,300,1,No,1,14.2469244337119
TA-17310,1.0,C-1708,CP-018,Boss,B-005,Round,Shoulder,11.0,,,No,30.0,27.7,No,Yes,0.052000000000000005,S-0026,2012-04-11,70,1,No,1,44.7828046493771
TA-17427,1.0,C-0242,CP-018,Boss,B-005,Round,Flat Bottom,20.0,,,No,32.0,,Yes,Yes,0.08,S-0026,2013-01-29,244,1,No,1,26.062329251125302
TA-17633,1.0,C-1536,CP-018,Boss,B-005,Round,Saddle,15.75,,,No,,,Yes,Yes,0.052000000000000005,S-0066,2008-04-01,4,0,Yes,1,239.96372194989
TA-17633,1.0,C-1536,CP-018,Boss,B-005,Round,Saddle,15.75,,,No,,,Yes,Yes,0.052000000000000005,S-0066,2008-04-01,4,0,Yes,3,86.94212760748479
TA-17633,1.0,C-1536,CP-018,Boss,B-005,Round,Saddle,15.75,,,No,,,Yes,Yes,0.052000000000000005,S-0066,2008-04-01,4,0,Yes,5,56.342260033496
TA-17633,1.0,C-1536,CP-018,Boss,B-005,Round,Saddle,15.75,,,No,,,Yes,Yes,0.052000000000000005,S-0066,2008-04-01,4,0,Yes,7,43.22206951809171
TA-17633,1.0,C-1536,CP-018,Boss,B-005,Round,Saddle,15.75,,,No,,,Yes,Yes,0.052000000000000005,S-0066,2008-04-01,4,0,Yes,9,35.9358568463691
TA-17635,1.0,C-0817,CP-018,Boss,B-005,Round,Saddle,18.54,,,No,31.75,,No,Yes,0.069,S-0026,2012-08-23,5,0,Yes,1,595.107470941393
TA-17635,1.0,C-0817,CP-018,Boss,B-005,Round,Saddle,18.54,,,No,31.75,,No,Yes,0.069,S-0026,2012-08-23,5,0,Yes,2,324.12100844076696
TA-17635,1.0,C-0817,CP-018,Boss,B-005,Round,Saddle,18.54,,,No,31.75,,No,Yes,0.069,S-0026,2012-08-23,5,0,Yes,3,233.23670314873402
TA-17635,1.0,C-0817,CP-018,Boss,B-005,Round,Saddle,18.54,,,No,31.75,,No,Yes,0.069,S-0026,2012-08-23,5,0,Yes,4,187.833499329524
TA-17635,1.0,C-0817,CP-018,Boss,B-005,Round,Saddle,18.54,,,No,31.75,,No,Yes,0.069,S-0026,2012-08-23,5,0,Yes,5,160.45525614417699
TA-18053,1.0,C-0678,CP-018,Boss,B-005,Round,Saddle,20.0,,,No,,,Yes,Yes,0.11199999999999999,S-0066,2013-01-24,300,25,No,25,20.9628149986368
TA-18198,1.0,C-0165,CP-018,Boss,B-005,Round,Shoulder,12.0,,,No,30.0,25.0,No,Yes,0.046,S-0066,2012-11-20,500,20,No,20,16.995598782571
TA-18221,1.0,C-0165,CP-018,Boss,B-005,Round,Shoulder,12.0,,,No,30.0,25.0,No,Yes,0.046,S-0066,2012-12-26,300,25,No,25,27.870667638532602
TA-18227,1.0,C-0054,CP-018,Boss,B-005,Round,Saddle,27.1,,,No,,,Yes,Yes,0.18,S-0026,2013-04-25,67,5,No,1,74.2531562460008
